10 1024
43 928
587 1023
815 19
820 1010
66 599
253 317
198 997
87 989
942 4
815 345
918 129
69 680
801 554
858 772
269 843
87 91
613 352
19 245
636 468
898 176
857 397
680 527
636 578
788 217
316 151
680 980
64 996
198 706
955 154
732 212
931 374
345 151
613 942
706 527
167 473
390 971
324 47
345 920
352 380
151 596
748 383
613 263
352 381
659 424
931 345
151 746
820 658
815 545
392 630
599 1009
942 400
108 606
680 598
529 767
613 532
152 227
1004 262
918 326
613 918
453 75
123 161
815 862
815 843
352 903
326 47
94 938
417 824
423 151
352 527
815 824
971 592
641 699
644 980
313 531
453 741
989 706
872 208
955 782
260 142
631 602
234 559
207 279
918 364
989 560
613 230
54 64
573 227
820 606
719 746
230 898
568 531
352 173
719 618
167 852
872 653
573 75
613 815
152 680
706 35
654 430
641 989
352 719
352 66
352 317
680 748
953 379
815 955
824 971
989 955
345 45
613 257
815 745
230 931
43 91
474 49
613 410
815 161
613 66
613 872
345 554
345 801
167 84
69 536
585 390
872 130
836 507
352 345
872 489
719 354
644 229
137 187
191 430
324 680
872 636
840 653
87 527
140 180
69 288
17 64
801 26
613 815
215 601
326 943
87 468
857 925
29 473
872 345
515 560
690 787
719 447
573 417
345 542
392 369
587 204
955 66
613 208
542 680
815 151
719 953
680 317
955 66
13 263
815 857
613 897
91 468
680 208
641 108
699 410
447 298
594 802
352 1016
953 854
613 843
719 438
69 424
644 907
852 467
613 878
641 414
326 844
440 451
352 424
602 187
167 400
151 317
324 198
613 230
955 414
599 767
644 400
423 26
824 898
955 942
326 217
872 732
775 680
375 957
719 636
352 345
230 953
345 834
613 980
84 15
613 958
198 932
719 815
313 265
912 864
955 753
872 606
815 48
265 331
130 431
550 349
31 287
1023 400
613 137
969 501
644 151
989 227
324 298
230 907
352 971
26 980
154 414
680 108
437 898
66 108
989 538
123 824
599 331
955 527
613 414
931 151
167 421
654 869
560 562
317 980
587 562
392 869
13 275
680 989
514 767
815 363
345 66
781 507
265 587
118 26
693 995
872 489
631 560
613 658
87 468
644 843
568 317
308 980
613 599
801 441
599 245
838 895
87 151
326 912
719 464
352 942
13 699
719 531
345 942
66 360
587 260
872 414
414 151
69 968
801 722
719 680
601 399
66 137
390 772
66 818
397 26
719 59
222 180
87 538
313 49
822 824
390 151
601 200
545 217
955 158
352 648
66 148
87 710
620 545
807 573
613 345
955 921
130 566
19 397
230 953
872 108
872 390
587 886
725 581
412 573
989 198
108 350
613 599
326 331
531 410
753 560
719 87
601 599
324 412
613 306
989 151
905 424
912 606
719 601
94 938
317 194
1018 536
613 706
644 289
352 149
680 853
345 427
120 217
601 527
66 782
719 66
731 590
313 636
719 778
66 878
955 604
464 161
198 66
719 317
680 333
918 410
198 204
352 706
613 255
464 690
641 237
538 287
168 451
968 49
531 489
585 636
456 545
613 275
527 400
116 168
146 333
722 963
13 291
453 154
636 834
130 606
457 180
390 372
706 545
613 931
198 151
732 141
414 995
636 980
955 4
66 317
641 654
815 66
154 66
820 338
324 682
613 515
198 666
497 397
313 955
644 921
326 731
167 900
872 265
154 75
601 1023
613 636
265 118
613 858
352 497
613 464
824 778
793 445
665 35
731 590
719 151
154 331
345 198
960 50
601 531
161 273
872 585
680 21
154 492
641 747
815 379
869 21
953 995
69 836
772 208
942 223
81 995
613 66
66 609
357 26
613 953
154 468
562 817
641 504
13 514
872 590
599 4
820 392
348 236
820 843
35 312
680 822
151 1010
641 1016
613 644
828 138
151 221
265 527
161 527
151 187
285 317
840 824
802 151
54 151
437 433
352 707
230 606
464 140
641 151
872 59
613 989
66 208
352 26
536 57
412 350
781 379
167 963
680 151
903 818
123 636
613 352
230 706
613 606
613 680
545 670
587 177
955 49
750 21
123 680
653 699
613 61
820 151
324 345
613 1006
613 921
903 66
680 288
438 599
874 372
345 98
324 699
872 706
594 4
706 9
807 468
613 815
129 787
613 427
613 60
66 778
776 410
601 566
955 59
13 468
66 778
130 151
828 151
345 488
613 481
613 562
599 949
613 28
601 912
953 326
824 296
989 955
656 414
613 869
807 678
352 955
440 980
457 866
613 110
167 141
324 198
613 568
872 898
13 457
574 531
719 641
706 161
531 977
13 636
680 1023
815 376
613 815
26 1009
872 151
613 148
341 912
518 26
872 313
912 976
352 59
1023 298
1023 963
66 545
130 215
953 198
294 75
296 451
719 198
613 755
613 798
154 774
872 636
613 1006
613 345
66 151
953 180
775 778
613 66
989 410
542 693
601 168
66 400
352 123
168 93
123 592
587 516
613 801
542 464
613 129
680 350
108 531
66 400
774 180
989 946
191 26
352 265
719 776
680 976
915 151
265 995
872 397
464 706
815 723
857 208
436 208
680 955
613 338
587 967
714 670
613 886
613 512
613 245
955 151
345 326
706 236
613 653
680 968
931 477
283 326
644 905
345 938
631 912
320 767
613 208
850 595
468 957
644 995
504 980
167 531
659 317
719 69
313 577
608 297
492 379
486 919
43 139
260 379
872 11
230 625
464 317
230 317
613 989
613 54
130 313
872 49
215 583
699 736
955 599
69 680
531 630
151 986
815 292
955 317
951 214
66 706
230 1015
392 653
253 317
641 912
313 843
613 130
212 26
345 198
42 834
123 680
613 658
613 208
26 173
641 687
345 66
881 108
154 590
641 592
352 682
326 66
167 400
587 818
872 719
151 317
613 531
531 49
953 217
108 317
1018 772
719 955
763 808
807 801
11 673
348 447
152 380
613 50
305 317
345 379
54 1023
151 700
706 985
497 317
781 317
585 151
386 419
796 110
636 489
989 466
599 710
636 869
265 781
29 545
699 277
912 710
613 345
352 161
123 430
562 980
613 644
824 317
613 659
719 313
464 562
167 531
796 753
97 317
872 224
345 108
130 587
815 843
931 545
719 430
573 208
123 397
931 763
680 665
186 966
613 641
815 66
613 550
418 900
352 462
453 506
824 424
613 767
731 15
130 1023
872 246
613 808
903 327
872 66
719 781
719 785
230 151
955 256
130 342
719 636
719 737
955 824
613 66
352 719
801 217
185 227
781 746
161 798
613 719
680 916
512 980
955 75
815 187
631 400
417 255
653 180
636 857
781 834
644 715
869 467
613 545
815 619
905 294
352 746
613 258
631 940
719 601
613 345
815 527
989 66
317 704
198 685
66 151
782 317
285 590
26 463
641 845
69 118
317 844
719 815
955 363
66 391
587 912
295 762
503 677
912 649
352 573
108 781
87 801
352 161
230 394
130 796
613 506
942 531
599 824
352 151
976 689
872 151
793 123
601 379
912 843
48 746
515 400
87 545
590 1014
838 766
198 151
828 699
872 66
167 1023
453 845
872 108
424 980
815 97
573 545
59 856
955 708
230 630
719 680
31 242
69 333
680 144
719 64
230 180
719 658
352 392
731 180
955 708
815 955
820 66
613 118
815 781
955 151
898 147
872 146
87 161
345 241
257 891
69 414
345 424
665 204
317 1016
631 26
130 838
879 504
719 838
123 151
151 710
719 256
644 141
646 49
613 680
66 151
953 501
815 738
453 140
613 162
613 123
680 947
955 735
198 912
352 345
613 656
675 715
400 995
872 23
869 658
628 379
66 599
680 961
815 262
680 308
285 883
602 421
66 35
345 11
680 856
613 824
69 670
680 91
613 151
485 371
130 702
352 447
468 735
955 208
955 995
545 946
43 995
123 824
872 843
787 182
753 269
613 453
424 25
453 311
613 305
943 483
324 797
613 824
515 820
951 66
613 212
352 410
955 689
531 967
601 531
123 989
265 285
132 184
345 66
644 222
889 50
699 996
613 331
775 680
653 1012
457 824
154 706
815 834
352 962
333 151
636 398
942 936
531 854
781 343
86 843
345 907
889 573
613 907
613 437
230 680
412 54
706 317
719 680
942 834
257 108
997 326
815 141
912 983
66 336
710 49
636 852
568 151
545 533
613 224
719 151
980 516
317 867
815 824
962 710
706 269
352 87
785 151
641 888
706 4
815 127
719 980
414 693
265 587
459 527
212 844
912 900
474 36
872 976
613 719
40 824
613 326
656 706
872 345
613 807
445 798
693 108
317 59
613 256
719 980
965 630
698 198
953 886
613 130
453 130
152 255
91 386
666 445
288 609
989 64
526 653
594 414
710 128
858 602
931 167
613 573
654 49
464 66
903 151
568 204
230 801
87 925
613 338
953 515
317 47
352 151
154 920
928 512
265 483
613 198
352 687
151 492
680 824
680 583
282 363
550 60
818 980
232 963
152 333
123 180
317 478
464 400
260 468
796 23
352 849
486 282
815 87
531 778
815 110
573 654
250 57
573 781
68 506
613 897
903 942
631 630
653 394
221 468
955 942
971 919
123 489
392 364
352 601
815 66
872 66
167 552
824 108
602 400
198 269
345 905
87 130
876 843
680 716
989 424
903 298
680 601
215 942
352 215
872 217
140 538
613 234
748 689
317 236
872 204
233 110
872 507
872 47
912 272
719 111
872 29
108 47
931 971
772 592
680 118
414 697
464 19
326 573
872 653
872 19
666 184
793 599
345 889
719 345
680 1018
66 348
587 463
66 980
47 194
815 180
326 151
66 424
903 75
152 531
573 317
313 59
352 644
719 531
955 912
345 599
613 453
818 298
364 767
931 955
719 955
953 802
1021 294
352 636
613 644
613 680
631 317
531 255
191 66
955 665
613 66
719 587
129 317
215 852
872 843
740 573
87 315
230 26
453 820
19 282
613 599
719 464
198 706
326 317
613 949
352 158
453 512
26 699
345 706
66 689
324 818
801 909
931 755
167 782
955 445
483 578
955 151
613 989
953 260
953 955
631 151
54 269
26 208
762 374
815 66
872 722
953 653
414 75
931 739
146 573
719 631
680 463
613 317
230 66
613 680
613 893
613 753
613 140
255 461
644 214
453 955
781 321
230 383
279 241
989 702
453 228
960 353
613 609
989 602
801 331
719 317
912 269
659 481
326 163
425 869
338 489
352 40
613 54
400 1016
352 123
412 367
531 445
815 313
66 545
613 97
719 590
601 843
903 412
69 355
594 587
317 844
918 317
453 282
108 665
613 198
654 777
48 47
680 118
680 636
912 599
872 532
430 353
815 843
613 292
763 11
781 442
872 824
787 1016
464 236
352 151
659 506
129 980
955 47
485 80
324 539
824 685
527 281
66 80
26 883
98 89
680 275
613 345
872 641
631 824
719 953
